,name,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,albumName
110,Samajavaragamana___Sid Sriram,Sid Sriram,Samajavaragamana,432373,2020-07-20 13:18:00,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,Ala Vaikunthapurramuloo
111,Samajavaragamana___Sid Sriram,Sid Sriram,Samajavaragamana,219818,2020-07-21 02:15:00,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,Ala Vaikunthapurramuloo
112,Samajavaragamana___Sid Sriram,Sid Sriram,Samajavaragamana,42260,2020-07-21 02:16:00,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,Ala Vaikunthapurramuloo
113,Catching Feelings (feat. SIX60)___Drax Project,Drax Project,Catching Feelings (feat. SIX60),32932,2020-07-21 02:17:00,0.396,0.521,3,-5.877,1,0.101,0.605,0.0,0.157,0.34,175.558,audio_features,218854,4,Drax Project
114,Stunnin' (feat. Harm Franklin)___Curtis Waters,Curtis Waters,Stunnin' (feat. Harm Franklin),3822,2020-07-21 02:20:00,0.885,0.685,11,-6.429,0,0.0627,0.33,0.0,0.148,0.937,99.954,audio_features,144000,4,Stunnin' (feat. Harm Franklin)
115,Head & Heart (feat. MNEK)___Joel Corry,Joel Corry,Head & Heart (feat. MNEK),3169,2020-07-21 02:20:00,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,166028,4,Head & Heart (feat. MNEK)
116,Watermelon Sugar___Harry Styles,Harry Styles,Watermelon Sugar,174000,2020-07-21 02:20:00,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,174000,4,Fine Line
117,Never Seen The Rain___Tones And I,Tones And I,Never Seen The Rain,16715,2020-07-21 02:20:00,0.742,0.464,6,-5.624,0,0.0318,0.425,0.0,0.284,0.281,92.107,audio_features,200742,4,Welcome To The Madhouse (Deluxe)
118,Party Girl___StaySolidRocky,StaySolidRocky,Party Girl,20973,2020-07-21 02:21:00,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,audio_features,147800,4,Party Girl
119,Supalonely___BENEE,BENEE,Supalonely,72592,2020-07-21 02:22:00,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,audio_features,223480,4,STELLA & STEVE
120,Kings & Queens___Ava Max,Ava Max,Kings & Queens,3169,2020-07-21 02:24:00,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,162399,4,Heaven & Hell
121,changes___eaup,eaup,changes,83244,2020-07-21 02:25:00,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,audio_features,121887,4,?
122,looking for light___mr.neab,mr.neab,looking for light,81406,2020-07-21 02:26:00,0.658,0.169,1,-11.465,0,0.0424,0.94,0.911,0.111,0.0648,73.925,audio_features,97306,4,looking for light
123,City Samba___Konteks,Konteks,City Samba,2503,2020-07-21 02:27:00,0.409,0.412,6,-12.822,1,0.0372,0.285,0.699,0.127,0.41,88.009,audio_features,180000,4,Faces & Spaces
124,Lust___SPEECHLESS,SPEECHLESS,Lust,1751,2020-07-21 02:27:00,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,audio_features,264066,4,Lust For Life
125,ghostlike___ENRA,ENRA,ghostlike,4226,2020-07-21 02:27:00,0.318,0.323,2,-11.795,1,0.108,0.501,0.736,0.0804,0.108,81.839,audio_features,102439,4,ghostlike
126,Beach___Sto Nii,Sto Nii,Beach,3394,2020-07-21 02:27:00,0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945,audio_features,206120,4,Sick Boy
127,sunday swell___Dysphoria,Dysphoria,sunday swell,2157,2020-07-21 02:27:00,0.734,0.0715,3,-17.5,1,0.0472,0.99,0.945,0.11,0.186,89.992,audio_features,88250,4,sunday swell
128,Frost___Nokiaa,Nokiaa,Frost,8452,2020-07-21 02:27:00,0.776,0.746,5,-5.528,0,0.0532,0.00551,0.0,0.382,0.581,96.004,audio_features,194771,4,The Chaos Chapter: FREEZE
129,Just You and I___Tom Walker,Tom Walker,Just You and I,174982,2020-07-21 02:30:00,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,audio_features,174983,4,Just You and I
130,Dive___Hanita Bhambri,Hanita Bhambri,Dive,160258,2020-07-21 02:32:00,0.761,0.386,4,-6.158,1,0.0399,0.355,0.0,0.0953,0.526,134.943,audio_features,238440,3,÷ (Deluxe)
131,Feel It Still___Portugal. The Man,Portugal. The Man,Feel It Still,163253,2020-07-21 02:35:00,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,163253,4,Woodstock
132,Marz___The Yellow Diary,The Yellow Diary,Marz,222579,2020-07-21 02:39:00,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,audio_features,222579,4,Marz
133,Dance Monkey___Tones And I,Tones And I,Dance Monkey,209438,2020-07-21 02:42:00,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,209438,4,Dance Monkey (Stripped Back) / Dance Monkey
134,Chehra___Hanita Bhambri,Hanita Bhambri,Chehra,53847,2020-07-21 02:46:00,0.545,0.432,0,-6.948,1,0.026,0.747,0.0,0.111,0.167,149.914,audio_features,246614,4,Chehra
135,Bawara Mann___Jubin Nautiyal,Jubin Nautiyal,Bawara Mann,216073,2020-07-21 02:46:00,0.474,0.454,8,-8.334,1,0.0259,0.678,0.00175,0.313,0.338,85.046,audio_features,216073,4,Jolly Ll.B 2
136,Main Bola Hey!___Karthik Rao,Karthik Rao,Main Bola Hey!,2753,2020-07-21 02:49:00,0.646,0.33,0,-14.582,1,0.0339,0.75,0.000384,0.123,0.499,84.995,audio_features,153000,4,Kota Factory: Season 1 (Music from Tvf Original Series)
137,Po Indru Neeyaga___Anirudh Ravichander,Anirudh Ravichander,Po Indru Neeyaga,1441,2020-07-21 02:49:00,0.489,0.595,3,-3.788,0,0.0273,0.262,0.0,0.0813,0.459,144.859,audio_features,223327,3,Velai Illa Pattadhaari (Original Motion Picture Soundtrack)
138,City Life___Raghav Meattle,Raghav Meattle,City Life,1721,2020-07-21 02:49:00,0.647,0.45,4,-12.358,1,0.0339,0.563,6.89e-05,0.143,0.339,94.962,audio_features,160844,4,City Life - Single
139,Better Than It All___Raghav Meattle,Raghav Meattle,Better Than It All,1282,2020-07-21 02:49:00,0.678,0.657,4,-7.853,1,0.0795,0.286,0.0,0.117,0.798,67.501,audio_features,181773,4,Songs From a Matchbox
140,Shaam Tanha___Agnee,Agnee,Shaam Tanha,1764,2020-07-21 02:49:00,0.441,0.538,2,-10.1,1,0.0888,0.409,0.00515,0.143,0.731,169.676,audio_features,299360,4,Agnee
141,100 words___Prateek Kuhad,Prateek Kuhad,100 words,149128,2020-07-21 02:49:00,0.518,0.44,3,-14.536,1,0.034,0.888,0.457,0.111,0.575,76.154,audio_features,210420,4,cold/mess
142,with you / for you - Audiotree Live Version___Prateek Kuhad,Prateek Kuhad,with you / for you - Audiotree Live Version,3789,2020-07-21 02:49:00,0.778,0.0911,11,-16.138,1,0.0636,0.9,0.0177,0.105,0.339,112.263,audio_features,264582,4,Prateek Kuhad on Audiotree Live
143,Blinding Lights___The Weeknd,The Weeknd,Blinding Lights,147666,2020-07-21 02:52:00,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,200040,4,After Hours
144,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,159320,2020-07-21 02:54:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
145,Without You___Oh Wonder,Oh Wonder,Without You,1872,2020-07-21 02:55:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,161385,4,F*CK LOVE (SAVAGE)
146,Khairiyat___Pritam,Pritam,Khairiyat,11576,2020-07-21 02:55:00,0.534,0.481,0,-9.016,0,0.0412,0.697,0.0,0.142,0.293,124.914,audio_features,280282,4,Chhichhore
147,She Can___Raghav Meattle,Raghav Meattle,She Can,174066,2020-07-21 02:57:00,0.715,0.713,4,-9.436,1,0.0452,0.398,6.32e-06,0.109,0.583,105.508,audio_features,174067,4,Songs From a Matchbox
148,Renegades___X Ambassadors,X Ambassadors,Renegades,5002,2020-07-21 02:57:00,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,195200,4,VHS
149,Samajavaragamana___Sid Sriram,Sid Sriram,Samajavaragamana,2814,2020-07-21 02:58:00,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,Ala Vaikunthapurramuloo
150,Back in Time___Raghav Meattle,Raghav Meattle,Back in Time,1729,2020-07-21 02:58:00,0.803,0.0948,0,-14.512,1,0.0426,0.912,0.0,0.112,0.419,77.968,audio_features,168791,3,Back in Time
151,Kab Se Kab Tak___Ranveer Singh,Ranveer Singh,Kab Se Kab Tak,2017,2020-07-21 02:58:00,0.772,0.588,9,-10.315,0,0.226,0.565,0.000908,0.106,0.262,82.969,audio_features,213242,4,Gully Boy
152,Autumn___Dhruv Visvanath,Dhruv Visvanath,Autumn,1534,2020-07-21 02:58:00,0.224,0.799,8,-11.592,0,0.0354,0.00963,0.895,0.151,0.745,188.855,audio_features,191000,3,Autumn
153,Dive___Hanita Bhambri,Hanita Bhambri,Dive,1368,2020-07-21 02:58:00,0.761,0.386,4,-6.158,1,0.0399,0.355,0.0,0.0953,0.526,134.943,audio_features,238440,3,÷ (Deluxe)
154,Listen to the Man___George Ezra,George Ezra,Listen to the Man,1618,2020-07-21 02:58:00,0.599,0.551,9,-5.937,1,0.0317,0.503,0.0,0.0875,0.538,121.122,audio_features,183680,4,Wanted on Voyage (Expanded Edition)
155,Daryaa___Ammy Virk,Ammy Virk,Daryaa,2266,2020-07-21 02:58:00,0.565,0.527,8,-5.035,1,0.0252,0.148,2.3e-06,0.103,0.231,91.989,audio_features,261918,4,Manmarziyaan (Original Motion Picture Soundtrack)
156,Sunflower - Spider-Man: Into the Spider-Verse___Post Malone,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1215,2020-07-21 02:58:00,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,158040,4,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
157,tere bina___Zaeden,Zaeden,tere bina,2077,2020-07-21 02:58:00,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,audio_features,157246,4,tere bina
158,Feel It Still___Portugal. The Man,Portugal. The Man,Feel It Still,2056,2020-07-21 02:58:00,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,163253,4,Woodstock
159,Dil Hi Toh Hai___Pritam,Pritam,Dil Hi Toh Hai,3179,2020-07-21 02:58:00,0.482,0.694,0,-5.368,1,0.042,0.452,0.0,0.11,0.573,90.196,audio_features,280496,4,"Dil Hi Toh Hai (From ""The Sky Is Pink"")"
160,Spirits___The Strumbellas,The Strumbellas,Spirits,1801,2020-07-21 02:58:00,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,audio_features,203653,4,Hope
161,Marz___The Yellow Diary,The Yellow Diary,Marz,2113,2020-07-21 03:16:00,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,audio_features,222579,4,Marz
162,"Parayuvaan - From ""Ishq""___Sid Sriram",Sid Sriram,"Parayuvaan - From ""Ishq""",11397,2020-07-21 08:10:00,0.565,0.565,3,-8.64,1,0.0515,0.639,0.00206,0.0838,0.246,146.977,audio_features,277347,4,"Parayuvaan (From ""Ishq"")"
163,Textural___ANDRIEU,ANDRIEU,Textural,54933,2020-07-21 09:10:00,0.624,0.113,9,-19.098,1,0.0883,0.926,0.979,0.11,0.137,119.753,audio_features,54933,4,ANDRIEU
164,Into The Blue___Peter Lainson,Peter Lainson,Into The Blue,247560,2020-07-21 09:14:00,0.746,0.782,9,-9.727,1,0.0354,0.137,0.897,0.109,0.489,120.013,audio_features,142000,4,Into the Blue
165,Desolate Sky___Maneli Jamal,Maneli Jamal,Desolate Sky,211172,2020-07-21 09:18:00,0.5,0.229,4,-11.295,0,0.0602,0.975,0.888,0.0711,0.209,97.964,audio_features,211173,4,Tranquil Strings
166,Patience___Billy-Joe,Billy-Joe,Patience,190333,2020-07-21 09:21:00,0.616,0.741,7,-4.272,0,0.0426,0.00251,0.0,0.307,0.431,122.012,audio_features,181720,4,All Over The Place (Platinum VIP Edition)
167,Travels___Christy Matterhorn,Christy Matterhorn,Travels,147545,2020-07-21 09:24:00,0.796,0.128,7,-14.637,1,0.06,0.97,0.871,0.105,0.079,86.075,audio_features,147545,4,Travels
168,Poets___Ciaran Delany,Ciaran Delany,Poets,142355,2020-07-21 09:26:00,0.458,0.0588,10,-16.497,1,0.0474,0.943,0.881,0.119,0.262,143.573,audio_features,142356,4,The Waves
169,The King of Hearts___Dorian Tyrell,Dorian Tyrell,The King of Hearts,163046,2020-07-21 09:29:00,0.746,0.248,0,-9.641,1,0.0742,0.991,0.923,0.096,0.298,128.089,audio_features,163047,3,The King of Hearts
170,Transcendent___Isabella Mariscal,Isabella Mariscal,Transcendent,144761,2020-07-21 09:31:00,0.395,0.185,0,-16.428,1,0.0296,0.00315,0.421,0.595,0.754,140.111,audio_features,39706,4,The New Purpose of Guilt
171,Despertar___Eduardo Díaz López,Eduardo Díaz López,Despertar,285640,2020-07-21 09:36:00,0.731,0.597,6,-5.467,1,0.145,0.349,0.0,0.0739,0.886,170.335,audio_features,259960,4,¿Quién da Más ?
172,Belonging___Werner de John,Werner de John,Belonging,152492,2020-07-21 09:38:00,0.597,0.134,7,-16.989,1,0.0397,0.954,0.891,0.112,0.153,145.865,audio_features,152492,4,Belonging
173,Harmonic___Jürgen Saalmann,Jürgen Saalmann,Harmonic,191476,2020-07-21 09:42:00,0.607,0.36,7,-9.718,1,0.0285,0.557,0.0008,0.122,0.431,132.0,audio_features,140128,4,Teddy (Original Motion Picture Soundtrack)
174,Touching the Invisible___Jürg Kindle,Jürg Kindle,Touching the Invisible,247108,2020-07-21 09:46:00,0.343,0.308,1,-13.174,0,0.0521,0.809,0.934,0.105,0.18,125.511,audio_features,247109,1,Touching the Invisible
175,Contemplation___Calvin Nolan,Calvin Nolan,Contemplation,126712,2020-07-21 09:48:00,0.527,0.167,7,-16.419,1,0.0598,0.851,0.847,0.114,0.0753,138.329,audio_features,126712,4,Contemplation
176,Crying Hearts___Don Steale,Don Steale,Crying Hearts,210101,2020-07-21 09:51:00,0.828,0.111,0,-15.152,1,0.354,0.972,0.831,0.108,0.334,112.089,audio_features,210102,4,Crying Hearts
177,Start Over___INST,INST,Start Over,77293,2020-07-21 09:53:00,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,audio_features,202440,4,ITAEWON CLASS (Original Television Soundtrack)
178,Sin Ropa___Calden,Calden,Sin Ropa,80487,2020-07-21 09:54:00,0.372,0.0822,0,-20.648,0,0.0764,0.94,0.935,0.109,0.304,208.245,audio_features,80487,3,Calden
179,Running Fox Trail___Maneli Jamal,Maneli Jamal,Running Fox Trail,251453,2020-07-21 09:58:00,0.302,0.261,10,-13.487,0,0.0486,0.872,0.884,0.108,0.232,175.43,audio_features,251453,4,The Mardom Movement
180,"Chapter One, Day One, Pt. 06___The Field Guitar Chronicles",The Field Guitar Chronicles,"Chapter One, Day One, Pt. 06",68640,2020-07-21 09:59:00,0.529,0.257,0,-13.737,1,0.0568,0.965,0.82,0.122,0.293,81.994,audio_features,63000,3,Chapter One
181,Le Petite Prince___Joux,Joux,Le Petite Prince,104347,2020-07-21 10:01:00,0.575,0.105,8,-19.571,0,0.115,0.957,0.871,0.111,0.274,135.732,audio_features,104348,4,Le Petite Prince
182,Recollection___Maneli Jamal,Maneli Jamal,Recollection,208666,2020-07-21 10:05:00,0.264,0.148,11,-19.584,1,0.0439,0.905,0.917,0.0828,0.0393,59.097,audio_features,208667,4,Ambient Sketchbook
183,Limestone___Realizer,Realizer,Limestone,117875,2020-07-21 10:07:00,0.601,0.306,1,-13.456,1,0.0468,0.927,0.92,0.0931,0.375,96.966,audio_features,117875,3,Limestone
184,Lady of the Valley___Clive Carroll,Clive Carroll,Lady of the Valley,274400,2020-07-21 10:11:00,0.474,0.106,2,-19.315,1,0.0623,0.958,0.518,0.104,0.342,118.346,audio_features,274400,4,The Furthest Tree
185,Samajavaragamana___Sid Sriram,Sid Sriram,Samajavaragamana,171909,2020-07-21 10:19:00,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,Ala Vaikunthapurramuloo
186,Water Flows___Christos Konstantinidis,Christos Konstantinidis,Water Flows,120681,2020-07-21 10:20:00,0.659,0.184,7,-16.725,1,0.0464,0.854,0.584,0.12,0.139,80.026,audio_features,194400,4,Innerscapes
187,Yaaram___Vishal Bhardwaj,Vishal Bhardwaj,Yaaram,293813,2020-07-21 10:25:00,0.639,0.645,4,-8.088,0,0.0397,0.452,0.000175,0.108,0.336,140.025,audio_features,293813,4,Ek Thi Daayan (Original Motion Picture Soundtrack)
188,Yaaram___Vishal Bhardwaj,Vishal Bhardwaj,Yaaram,1584,2020-07-21 10:28:00,0.639,0.645,4,-8.088,0,0.0397,0.452,0.000175,0.108,0.336,140.025,audio_features,293813,4,Ek Thi Daayan (Original Motion Picture Soundtrack)
189,Duaa___Nandini Srikar,Nandini Srikar,Duaa,3365,2020-07-21 10:28:00,0.554,0.578,5,-7.718,0,0.0379,0.536,5.53e-05,0.11,0.55,137.921,audio_features,260139,4,Shanghai
190,Phir Se Ud Chala___Mohit Chauhan,Mohit Chauhan,Phir Se Ud Chala,1244,2020-07-21 10:28:00,0.647,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965,audio_features,268833,4,Rockstar
191,I Don't Know What To Do___Shabbir Kumar,Shabbir Kumar,I Don't Know What To Do,676,2020-07-21 10:28:00,0.891,0.683,10,-6.917,0,0.0817,0.289,0.00108,0.13,0.743,110.035,audio_features,199065,4,Housefull
192,Bas Tu Hai___Clinton Cerejo,Clinton Cerejo,Bas Tu Hai,3727,2020-07-21 10:28:00,0.431,0.488,4,-7.823,0,0.0304,0.836,0.000133,0.0983,0.155,176.0,audio_features,263001,4,3 Storeys
193,Yaad Hai Na (Unplugged)___Jubin Nautiyal,Jubin Nautiyal,Yaad Hai Na (Unplugged),2375,2020-07-21 10:28:00,0.597,0.274,0,-10.786,1,0.0378,0.936,4.41e-05,0.104,0.451,139.639,audio_features,222731,3,Raaz Reboot
194,Sweetheart___Dev Negi,Dev Negi,Sweetheart,1253,2020-07-21 10:28:00,0.768,0.806,8,-6.277,1,0.0517,0.376,1.65e-06,0.0787,0.925,123.039,audio_features,212196,4,Kedarnath
195,Naina Da Kya Kasoor___Amit Trivedi,Amit Trivedi,Naina Da Kya Kasoor,1349,2020-07-21 10:28:00,0.845,0.659,9,-6.348,1,0.0373,0.159,0.0129,0.0782,0.547,125.965,audio_features,210952,4,Andhadhun
196,Tere Naina___Shankar Mahadevan,Shankar Mahadevan,Tere Naina,1217,2020-07-21 10:28:00,0.758,0.377,6,-10.224,0,0.0511,0.544,7.65e-05,0.0904,0.624,139.932,audio_features,255721,4,Chandni Chowk To China
197,Ilahi___Pritam,Pritam,Ilahi,3792,2020-07-21 10:28:00,0.593,0.967,9,-5.767,1,0.0907,0.166,2.54e-05,0.105,0.452,131.988,audio_features,228982,4,Yeh Jawaani Hai Deewani
198,Saibo___Sachin-Jigar,Sachin-Jigar,Saibo,950,2020-07-21 10:28:00,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,audio_features,195253,4,Shor in the City (Original Motion Picture Soundtrack)
199,Abhi Kuch Dino Se___Pritam,Pritam,Abhi Kuch Dino Se,84398,2020-07-21 10:44:00,0.703,0.695,4,-5.518,1,0.118,0.654,0.0,0.103,0.683,92.003,audio_features,285687,4,Dil Toh Baccha Hai Ji
200,The Bones - with Hozier___Maren Morris,Maren Morris,The Bones - with Hozier,197298,2020-07-21 15:13:00,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,audio_features,197299,4,The Bones (with Hozier)
201,Keep It Simple (feat. Wilder Woods)___Matoma,Matoma,Keep It Simple (feat. Wilder Woods),191578,2020-07-21 15:16:00,0.629,0.82,1,-5.651,1,0.0543,0.0142,4.34e-05,0.039,0.329,113.95,audio_features,191579,4,Keep It Simple (feat. Wilder Woods)
202,Never Seen The Rain___Tones And I,Tones And I,Never Seen The Rain,3192,2020-07-21 15:17:00,0.742,0.464,6,-5.624,0,0.0318,0.425,0.0,0.284,0.281,92.107,audio_features,200742,4,Welcome To The Madhouse (Deluxe)
203,Honeypie___JAWNY,JAWNY,Honeypie,52880,2020-07-21 15:17:00,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,audio_features,135581,4,For Abby
204,Lights Up___Harry Styles,Harry Styles,Lights Up,80584,2020-07-21 15:18:00,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,172213,4,Fine Line
205,Unbelievable___Why Don't We,Why Don't We,Unbelievable,77125,2020-07-21 15:20:00,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,audio_features,189385,4,Unbelievable
206,Watermelon Sugar___Harry Styles,Harry Styles,Watermelon Sugar,1207,2020-07-21 15:21:00,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,174000,4,Fine Line
207,Treehouse (feat. Shotty Horroh)___James Arthur,James Arthur,Treehouse (feat. Shotty Horroh),3088,2020-07-21 15:21:00,0.691,0.733,6,-5.02,1,0.0368,0.184,0.0,0.341,0.797,153.976,audio_features,219933,4,Treehouse (feat. Shotty Horroh)
208,Nice To Meet Ya___Niall Horan,Niall Horan,Nice To Meet Ya,2066,2020-07-21 15:21:00,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.031,audio_features,158805,4,Teen Love Hits
209,Be Like That - feat. Swae Lee & Khalid___Kane Brown,Kane Brown,Be Like That - feat. Swae Lee & Khalid,85182,2020-07-21 15:21:00,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,audio_features,191406,4,Be Like That (feat. Swae Lee & Khalid)
210,All You Need To Know (feat. Calle Lehmann)___Gryffin,Gryffin,All You Need To Know (feat. Calle Lehmann),238458,2020-07-21 15:25:00,0.53,0.729,0,-6.019,1,0.0376,0.00699,0.0,0.103,0.219,139.929,audio_features,238338,4,Gravity
211,Know Your Worth___Khalid,Khalid,Know Your Worth,26967,2020-07-21 15:26:00,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,181436,4,Know Your Worth
212,Don't Start Now___Dua Lipa,Dua Lipa,Don't Start Now,183290,2020-07-21 15:29:00,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,183290,4,Don't Start Now
213,Trip___Ella Mai,Ella Mai,Trip,213993,2020-07-21 16:19:00,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,213993,4,Ella Mai
214,There's Nothing Holdin' Me Back___Shawn Mendes,Shawn Mendes,There's Nothing Holdin' Me Back,199440,2020-07-21 16:22:00,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,199440,4,Illuminate (Deluxe)
215,Let You Love Me___Rita Ora,Rita Ora,Let You Love Me,190013,2020-07-21 16:25:00,0.521,0.861,10,-3.138,1,0.319,0.261,0.0,0.0682,0.473,191.618,audio_features,190013,4,Phoenix (Deluxe)
216,The Humma Song___A.R. Rahman,A.R. Rahman,The Humma Song,179657,2020-07-21 16:28:00,0.721,0.65,0,-6.95,0,0.136,0.0115,0.000137,0.34,0.391,130.491,audio_features,179658,5,OK Jaanu (Original Motion Picture Soundtrack)
217,I'm Always Right___Raghav Meattle,Raghav Meattle,I'm Always Right,32996,2020-07-21 16:33:00,0.397,0.816,4,-5.534,1,0.0514,0.0176,0.0,0.317,0.578,126.107,audio_features,202507,4,Songs From a Matchbox
218,Tum Ho Toh___Farhan Akhtar,Farhan Akhtar,Tum Ho Toh,1391,2020-07-21 16:38:00,0.469,0.361,0,-8.275,1,0.0293,0.785,0.00154,0.104,0.0775,111.972,audio_features,251277,4,Rock On
219,In the Name of Love___Martin Garrix,Martin Garrix,In the Name of Love,2370,2020-07-21 16:38:00,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,195707,4,In the Name of Love
220,Stood up & Fried___Raghav Meattle,Raghav Meattle,Stood up & Fried,1263,2020-07-21 16:38:00,0.568,0.867,9,-5.166,1,0.0392,0.0243,4.18e-06,0.131,0.613,104.464,audio_features,165880,4,Songs From a Matchbox
221,"Dil Beparvah - The Dewarists, Season 5___Ankur Tewari",Ankur Tewari,"Dil Beparvah - The Dewarists, Season 5",950,2020-07-21 16:38:00,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,audio_features,250000,3,"Dil Beparvah (The Dewarists, Season 5)"
222,Though I Know___Tajdar Junaid,Tajdar Junaid,Though I Know,1103,2020-07-21 16:38:00,0.632,0.371,5,-11.62,1,0.0269,0.575,0.0111,0.0785,0.445,81.996,audio_features,250125,4,What Colour Is Your Raindrop
223,Woman Like Me (feat. Nicki Minaj)___Little Mix,Little Mix,Woman Like Me (feat. Nicki Minaj),1345,2020-07-21 16:38:00,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,229720,4,LM5 (Deluxe)
224,"I Love You Baby, I Love You Doll___Parekh & Singh",Parekh & Singh,"I Love You Baby, I Love You Doll",1325,2020-07-21 16:38:00,0.721,0.418,4,-11.315,1,0.0343,0.305,1.4e-06,0.277,0.651,94.935,audio_features,169987,4,Ocean
225,Tadow___Masego,Masego,Tadow,301893,2020-07-21 16:43:00,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,audio_features,301893,4,Lady Lady
226,broken___lovelytheband,lovelytheband,broken,204878,2020-07-21 16:46:00,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,audio_features,204878,4,finding it hard to smile
